"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"816","1995","13","West Bengal","Cooch Behar","24554.0","64.08","94.8","49.65","7549.0","19.7","29.15","15.26","6216.0","16.22","24.0","12.57","38319.0","147.94","77.48"
"816","1996","13","West Bengal","Cooch Behar","25097.0","58.91","101.73","0.0","10838.0","25.44","43.93","0.0","6664.0","15.64","27.01","0.0","42599.0","172.68","0.0"
"816","1997","13","West Bengal","Cooch Behar","26486.0","55.5","106.33","52.72","13953.0","29.24","56.02","27.77","7286.0","15.27","29.25","14.5","47725.0","191.6","94.99"
"816","1998","13","West Bengal","Cooch Behar","28099.0","52.56","113.27","56.47","16486.0","30.84","66.46","33.13","8874.0","16.6","35.77","17.83","53459.0","215.5","107.44"
"816","1999","13","West Bengal","Cooch Behar","31301.0","50.93","127.18","62.78","19521.0","31.76","79.31","39.15","10637.0","17.31","43.22","21.34","61459.0","249.71","123.27"
"816","2000","13","West Bengal","Cooch Behar","30109.0","51.88","113.65","59.22","17703.0","30.5","66.82","34.82","10222.0","17.61","38.59","20.1","58034.0","219.06","114.14"
"816","2001","13","West Bengal","Cooch Behar","31784.0","49.23","117.71","63.99","19788.0","30.65","73.28","39.84","12987.0","20.12","48.09","26.15","64559.0","239.08","129.98"
"816","2002","13","West Bengal","Cooch Behar","31309.0","48.02","123.49","65.93","20436.0","31.35","80.6","43.03","13451.0","20.63","53.05","28.32","65196.0","257.14","137.28"
"816","2003","13","West Bengal","Cooch Behar","32705.0","52.02","127.26","67.54","18458.0","29.36","71.82","38.12","11704.0","18.62","45.54","24.17","62867.0","244.62","129.83"
"816","2004","13","West Bengal","Cooch Behar","34633.0","47.69","136.26","70.07","20203.0","27.82","79.49","40.87","17787.0","24.49","69.98","35.99","72623.0","285.74","146.93"
"816","2005","13","West Bengal","Cooch Behar","32570.0","44.45","131.89","63.57","22050.0","30.09","89.29","43.03","18652.0","25.46","75.53","36.4","73272.0","296.72","143.0"
"816","2006","13","West Bengal","Cooch Behar","17465.0","49.63","70.35","35.87","9723.0","27.63","39.16","19.97","8000.0","22.74","32.22","16.43","35188.0","141.73","72.27"
"816","2007","13","West Bengal","Cooch Behar","20816.0","54.24","83.89","38.05","9289.0","24.2","37.43","16.98","8273.0","21.56","33.34","15.12","38378.0","154.66","70.15"
"816","2008","13","West Bengal","Cooch Behar","20210.0","44.19","80.21","36.62","10607.0","23.19","42.1","19.22","14919.0","32.62","59.21","27.03","45736.0","181.52","82.87"
"816","2009","13","West Bengal","Cooch Behar","19592.0","41.88","77.94","37.62","13721.0","29.33","54.59","26.35","13472.0","28.8","53.6","25.87","46785.0","186.13","89.84"
"816","2010","13","West Bengal","Cooch Behar","21167.0","45.3","84.46","41.38","14746.0","31.56","58.84","28.83","10812.0","23.14","43.14","21.14","46725.0","186.45","91.34"
"816","2011","13","West Bengal","Cooch Behar","25387.0","51.72","99.88","49.44","14958.0","30.47","58.85","29.13","8743.0","17.81","34.4","17.03","49088.0","193.12","95.6"
"816","2012","13","West Bengal","Cooch Behar","29131.0","60.45","115.34","56.61","11302.0","23.45","44.75","21.96","7758.0","16.1","30.72","15.07","48191.0","190.8","93.64"
"816","2013","13","West Bengal","Cooch Behar","22420.0","57.73","88.53","43.39","8871.0","22.84","35.03","17.17","7546.0","19.43","29.8","14.6","38837.0","153.35","75.16"
"816","2014","13","West Bengal","Cooch Behar","18511.0","48.9","72.72","34.69","11669.0","30.82","45.84","21.87","7676.0","20.28","30.16","14.38","37856.0","148.72","70.94"
"816","2015","13","West Bengal","Cooch Behar","25412.0","54.12","99.37","48.9","13171.0","28.05","51.5","25.34","8375.0","17.84","32.75","16.12","46958.0","183.62","90.36"
"816","2016","13","West Bengal","Cooch Behar","24664.0","56.34","96.29","48.41","12044.0","27.51","47.02","23.64","7069.0","16.15","27.6","13.88","43776.0","170.91","85.93"
"816","2017","13","West Bengal","Cooch Behar","23701.0","49.27","92.25","43.95","14427.0","29.99","56.15","26.75","9973.0","20.73","38.82","18.49","48101.0","187.22","89.19"
"817","1966","13","West Bengal","Purulia","169.0","94.94","0.64","0.59","9.0","5.06","0.03","0.03","0.0","0.0","0.0","0.0","178.0","0.67","0.62"
"817","1967","13","West Bengal","Purulia","60.0","63.83","0.22","0.2","34.0","36.17","0.12","0.11","0.0","0.0","0.0","0.0","94.0","0.34","0.31"
"817","1968","13","West Bengal","Purulia","72.0","57.6","0.26","0.23","34.0","27.2","0.12","0.11","19.0","15.2","0.07","0.06","125.0","0.45","0.41"
"817","1969","13","West Bengal","Purulia","1684.0","72.37","6.1","5.39","383.0","16.46","1.39","1.23","260.0","11.17","0.94","0.83","2327.0","8.43","7.44"
"817","1970","13","West Bengal","Purulia","738.0","77.93","2.74","2.36","116.0","12.25","0.43","0.37","93.0","9.82","0.35","0.3","947.0","3.52","3.03"
"817","1971","13","West Bengal","Purulia","1090.0","81.34","3.75","3.36","171.0","12.76","0.59","0.53","79.0","5.9","0.27","0.24","1340.0","4.61","4.13"
"817","1972","13","West Bengal","Purulia","1076.0","58.13","3.9","3.44","283.0","15.29","1.03","0.91","492.0","26.58","1.78","1.57","1851.0","6.71","5.93"
"817","1973","13","West Bengal","Purulia","1097.0","54.77","3.98","3.44","400.0","19.97","1.45","1.25","506.0","25.26","1.84","1.59","2003.0","7.27","6.28"
"817","1974","13","West Bengal","Purulia","809.0","40.53","2.68","2.56","571.0","28.61","1.89","1.8","616.0","30.86","2.04","1.95","1996.0","6.6","6.3"
"817","1975","13","West Bengal","Purulia","939.0","38.3","3.04","2.84","991.0","40.42","3.21","3.0","522.0","21.29","1.69","1.58","2452.0","7.94","7.41"
"817","1976","13","West Bengal","Purulia","925.0","39.1","3.08","2.93","1067.0","45.1","3.56","3.38","374.0","15.81","1.25","1.18","2366.0","7.89","7.49"
"817","1977","13","West Bengal","Purulia","1431.0","44.69","4.58","4.41","1194.0","37.29","3.82","3.68","577.0","18.02","1.85","1.78","3202.0","10.24","9.87"
"817","1978","13","West Bengal","Purulia","1557.0","37.68","5.19","5.14","1719.0","41.6","5.73","5.67","856.0","20.72","2.85","2.82","4132.0","13.77","13.63"
"817","1979","13","West Bengal","Purulia","2162.0","45.55","8.33","8.22","1932.0","40.71","7.44","7.35","652.0","13.74","2.51","2.48","4746.0","18.28","18.05"
"817","1980","13","West Bengal","Purulia","2900.0","47.43","9.93","9.61","2301.0","37.63","7.88","7.62","913.0","14.93","3.13","3.02","6114.0","20.94","20.25"
"817","1981","13","West Bengal","Purulia","3049.0","49.34","10.77","10.29","2272.0","36.76","8.03","7.67","859.0","13.9","3.03","2.9","6180.0","21.83","20.86"
"817","1982","13","West Bengal","Purulia","2660.0","49.3","10.45","9.41","1720.0","31.88","6.76","6.08","1015.0","18.81","3.99","3.59","5395.0","21.2","19.08"
"817","1983","13","West Bengal","Purulia","4830.0","57.76","16.93","16.49","2132.0","25.5","7.47","7.28","1400.0","16.74","4.91","4.78","8362.0","29.31","28.55"
"817","1984","13","West Bengal","Purulia","5160.0","56.14","17.43","16.77","2408.0","26.2","8.13","7.83","1623.0","17.66","5.48","5.27","9191.0","31.04","29.87"
"817","1985","13","West Bengal","Purulia","6506.0","62.48","21.99","21.24","2581.0","24.79","8.73","8.43","1326.0","12.73","4.48","4.33","10413.0","35.2","34.0"
"817","1986","13","West Bengal","Purulia","8808.0","58.39","26.23","23.79","3636.0","24.1","10.83","9.82","2641.0","17.51","7.86","7.13","15085.0","44.92","40.74"
"817","1987","13","West Bengal","Purulia","11481.0","61.21","37.2","33.42","4486.0","23.92","14.54","13.06","2789.0","14.87","9.04","8.12","18756.0","60.78","54.6"
"817","1988","13","West Bengal","Purulia","12154.0","55.99","37.45","37.12","5541.0","25.53","17.08","16.92","4012.0","18.48","12.36","12.25","21707.0","66.89","66.3"
"817","1989","13","West Bengal","Purulia","12761.0","54.4","-1.0","37.36","6352.0","27.08","-1.0","18.59","4343.0","18.52","-1.0","12.71","23456.0","-1.0","68.67"
"817","1990","13","West Bengal","Purulia","14190.0","51.45","42.12","39.67","8092.0","29.34","24.02","22.62","5297.0","19.21","15.72","14.81","27579.0","81.86","77.1"
"817","1991","13","West Bengal","Purulia","14008.0","47.86","0.0","38.44","8781.0","30.0","0.0","24.1","6479.0","22.14","0.0","17.78","29268.0","0.0","80.32"
"817","1992","13","West Bengal","Purulia","15527.0","56.3","0.0","42.98","8244.0","29.89","0.0","22.82","3809.0","13.81","0.0","10.54","27580.0","0.0","76.34"
"817","1993","13","West Bengal","Purulia","15221.0","52.39","0.0","41.42","8110.0","27.91","0.0","22.07","5722.0","19.7","0.0","15.57","29053.0","0.0","79.06"
"817","1994","13","West Bengal","Purulia","16344.0","54.39","49.68","0.0","8748.0","29.11","26.59","0.0","4956.0","16.49","15.06","0.0","30048.0","91.33","0.0"
"817","1995","13","West Bengal","Purulia","18517.0","54.03","54.79","50.11","10004.0","29.19","29.6","27.07","5748.0","16.77","17.01","15.55","34269.0","101.39","92.74"
"817","1996","13","West Bengal","Purulia","18909.0","51.27","53.98","0.0","11451.0","31.05","32.69","0.0","6519.0","17.68","18.61","0.0","36879.0","105.28","0.0"
"817","1997","13","West Bengal","Purulia","19895.0","48.97","56.31","51.52","12340.0","30.37","34.93","31.96","8395.0","20.66","23.76","21.74","40630.0","114.99","105.22"
"817","1998","13","West Bengal","Purulia","20772.0","47.79","60.41","59.35","14110.0","32.46","41.04","40.31","8584.0","19.75","24.97","24.52","43466.0","126.41","124.18"
"817","1999","13","West Bengal","Purulia","23514.0","45.8","71.66","65.09","17069.0","33.25","52.02","47.25","10755.0","20.95","32.78","29.77","51338.0","156.46","142.12"
"817","2000","13","West Bengal","Purulia","19231.0","40.96","61.7","59.1","15284.0","32.56","49.04","46.97","12433.0","26.48","39.89","38.21","46948.0","150.62","144.27"
"817","2001","13","West Bengal","Purulia","20084.0","40.5","59.8","56.38","16595.0","33.47","49.41","46.58","12908.0","26.03","38.44","36.23","49587.0","147.66","139.2"
"817","2002","13","West Bengal","Purulia","15538.0","34.13","60.47","54.45","17250.0","37.9","67.14","60.45","12732.0","27.97","49.55","44.62","45520.0","177.16","159.51"
"817","2003","13","West Bengal","Purulia","16618.0","39.22","49.0","46.54","14903.0","35.18","43.94","41.73","10846.0","25.6","31.98","30.37","42367.0","124.92","118.64"
"817","2004","13","West Bengal","Purulia","17110.0","37.45","51.57","48.25","15750.0","34.48","47.47","44.41","12822.0","28.07","38.64","36.16","45682.0","137.68","128.82"
"817","2005","13","West Bengal","Purulia","16110.0","37.27","52.2","48.87","15700.0","36.32","50.87","47.63","11420.0","26.42","37.0","34.64","43230.0","140.07","131.14"
"817","2006","13","West Bengal","Purulia","7766.0","56.96","25.03","21.64","4160.0","30.51","13.41","11.59","1708.0","12.53","5.51","4.76","13634.0","43.95","37.99"
"817","2007","13","West Bengal","Purulia","7719.0","59.45","24.67","20.04","4127.0","31.79","13.19","10.72","1137.0","8.76","3.63","2.95","12983.0","41.49","33.71"
"817","2008","13","West Bengal","Purulia","10321.0","67.31","32.55","27.6","3341.0","21.79","10.54","8.94","1671.0","10.9","5.27","4.47","15333.0","48.36","41.01"
"817","2009","13","West Bengal","Purulia","9080.0","49.08","28.43","27.13","5416.0","29.27","16.96","16.18","4005.0","21.65","12.54","11.97","18501.0","57.92","55.27"
"817","2010","13","West Bengal","Purulia","10383.0","57.61","48.04","47.72","4671.0","25.92","21.61","21.47","2968.0","16.47","13.73","13.64","18022.0","83.38","82.83"
"817","2011","13","West Bengal","Purulia","10525.0","60.15","35.63","31.29","4653.0","26.59","15.75","13.83","2321.0","13.26","7.86","6.9","17499.0","59.24","52.02"
"817","2012","13","West Bengal","Purulia","12636.0","61.39","42.32","35.51","5421.0","26.34","18.15","15.23","2527.0","12.28","8.46","7.1","20584.0","68.94","57.85"
"817","2013","13","West Bengal","Purulia","9418.0","79.42","30.47","25.02","1302.0","10.98","4.21","3.46","1138.0","9.6","3.68","3.02","11858.0","38.36","31.5"
"817","2014","13","West Bengal","Purulia","6712.0","55.59","21.74","19.1","3169.0","26.24","10.26","9.02","2194.0","18.17","7.1","6.24","12075.0","39.1","34.36"
"817","2015","13","West Bengal","Purulia","9047.0","60.09","29.26","26.42","4513.0","29.97","14.6","13.18","1496.0","9.94","4.84","4.37","15056.0","48.7","43.96"
"817","2016","13","West Bengal","Purulia","9340.0","64.89","30.2","26.27","3566.0","24.77","11.53","10.03","1487.0","10.33","4.81","4.18","14394.0","46.54","40.49"
"817","2017","13","West Bengal","Purulia","10296.0","64.96","32.83","28.02","3493.0","22.04","11.14","9.5","2061.0","13.0","6.57","5.61","15850.0","50.54","43.13"
"818","1966","13","West Bengal","Midnapur","1841.0","96.89","2.05","1.9","59.0","3.11","0.07","0.06","0.0","0.0","0.0","0.0","1900.0","2.12","1.96"
"818","1967","13","West Bengal","Midnapur","2039.0","87.25","2.39","2.22","298.0","12.75","0.35","0.32","0.0","0.0","0.0","0.0","2337.0","2.74","2.54"
"818","1968","13","West Bengal","Midnapur","1704.0","90.35","2.0","1.81","119.0","6.31","0.14","0.13","63.0","3.34","0.07","0.07","1886.0","2.22","2.01"
"818","1969","13","West Bengal","Midnapur","3281.0","68.0","3.85","3.18","1199.0","24.85","1.41","1.16","345.0","7.15","0.41","0.33","4825.0","5.67","4.68"
"818","1970","13","West Bengal","Midnapur","4460.0","74.88","4.96","4.25","786.0","13.2","0.87","0.75","710.0","11.92","0.79","0.68","5956.0","6.63","5.68"
"818","1971","13","West Bengal","Midnapur","5522.0","75.24","6.33","5.26","1348.0","18.37","1.54","1.29","469.0","6.39","0.54","0.45","7339.0","8.41","7.0"
"818","1972","13","West Bengal","Midnapur","5488.0","53.49","6.07","5.09","2298.0","22.4","2.54","2.13","2474.0","24.11","2.73","2.29","10260.0","11.34","9.51"
"818","1973","13","West Bengal","Midnapur","4585.0","54.83","5.07","4.25","1992.0","23.82","2.2","1.85","1785.0","21.35","1.97","1.66","8362.0","9.24","7.76"
"818","1974","13","West Bengal","Midnapur","10386.0","66.12","12.07","9.49","2981.0","18.98","3.46","2.72","2341.0","14.9","2.72","2.14","15708.0","18.25","14.35"
"818","1975","13","West Bengal","Midnapur","10516.0","70.28","11.91","9.2","2201.0","14.71","2.49","1.93","2247.0","15.02","2.55","1.97","14964.0","16.95","13.1"
"818","1976","13","West Bengal","Midnapur","9656.0","66.3","11.06","9.14","2528.0","17.36","2.9","2.39","2380.0","16.34","2.73","2.25","14564.0","16.69","13.78"
"818","1977","13","West Bengal","Midnapur","10547.0","64.9","12.38","9.49","2795.0","17.2","3.28","2.52","2908.0","17.9","3.41","2.62","16250.0","19.08","14.62"
"818","1978","13","West Bengal","Midnapur","13753.0","52.71","16.05","12.77","6572.0","25.19","7.67","6.1","5769.0","22.11","6.73","5.36","26094.0","30.45","24.24"
"818","1979","13","West Bengal","Midnapur","15772.0","55.72","18.54","14.91","7242.0","25.58","8.51","6.85","5293.0","18.7","6.22","5.0","28307.0","33.28","26.76"
"818","1980","13","West Bengal","Midnapur","18087.0","55.93","20.98","16.83","8103.0","25.06","9.4","7.54","6147.0","19.01","7.13","5.72","32337.0","37.51","30.08"
"818","1981","13","West Bengal","Midnapur","17590.0","55.09","20.17","16.76","8554.0","26.79","9.81","8.15","5783.0","18.11","6.63","5.51","31927.0","36.61","30.42"
"818","1982","13","West Bengal","Midnapur","15310.0","63.93","18.27","14.77","5480.0","22.88","6.54","5.29","3158.0","13.19","3.77","3.05","23948.0","28.58","23.1"
"818","1983","13","West Bengal","Midnapur","24880.0","65.59","28.77","21.66","8770.0","23.12","10.14","7.64","4285.0","11.3","4.96","3.73","37935.0","43.87","33.03"
"818","1984","13","West Bengal","Midnapur","25485.0","60.54","28.09","23.17","10122.0","24.05","11.15","9.2","6488.0","15.41","7.15","5.9","42095.0","46.39","38.28"
"818","1985","13","West Bengal","Midnapur","27682.0","63.67","32.28","24.19","10202.0","23.47","11.9","8.91","5591.0","12.86","6.52","4.89","43475.0","50.69","37.99"
"818","1986","13","West Bengal","Midnapur","33830.0","61.47","38.38","28.74","12908.0","23.45","14.64","10.97","8300.0","15.08","9.42","7.05","55038.0","62.44","46.75"
"818","1987","13","West Bengal","Midnapur","30152.0","64.85","34.7","25.28","7491.0","16.11","8.62","6.28","8849.0","19.03","10.18","7.42","46492.0","53.5","38.97"
"818","1988","13","West Bengal","Midnapur","42054.0","58.54","50.12","35.43","17883.0","24.9","21.31","15.07","11896.0","16.56","14.18","10.02","71833.0","85.61","60.52"
"818","1989","13","West Bengal","Midnapur","45774.0","58.1","-1.0","37.84","20135.0","25.56","-1.0","16.64","12874.0","16.34","-1.0","10.64","78783.0","-1.0","65.13"
"818","1990","13","West Bengal","Midnapur","49016.0","55.87","57.92","38.6","23821.0","27.15","28.15","18.76","14897.0","16.98","17.6","11.73","87734.0","103.66","69.1"
"818","1991","13","West Bengal","Midnapur","47920.0","52.29","0.0","35.83","25985.0","28.36","0.0","19.43","17734.0","19.35","0.0","13.26","91639.0","0.0","68.51"
"818","1992","13","West Bengal","Midnapur","48939.0","57.01","0.0","37.95","24956.0","29.07","0.0","19.35","11947.0","13.92","0.0","9.26","85842.0","0.0","66.56"
"818","1993","13","West Bengal","Midnapur","50348.0","57.43","0.0","31.23","21061.0","24.02","0.0","13.06","16254.0","18.54","0.0","10.08","87663.0","0.0","54.37"
"818","1994","13","West Bengal","Midnapur","54347.0","61.17","64.88","0.0","20704.0","23.3","24.72","0.0","13799.0","15.53","16.47","0.0","88850.0","106.07","0.0"
"818","1995","13","West Bengal","Midnapur","70827.0","62.21","83.85","50.86","25539.0","22.43","30.24","18.34","17491.0","15.36","20.71","12.56","113857.0","134.8","81.76"
"818","1996","13","West Bengal","Midnapur","73952.0","61.28","0.0","0.0","27772.0","23.01","0.0","0.0","18949.0","15.7","0.0","0.0","120673.0","0.0","0.0"
"818","1997","13","West Bengal","Midnapur","75690.0","58.74","90.24","54.54","31069.0","24.11","37.04","22.39","22095.0","17.15","26.34","15.92","128854.0","153.62","92.84"
"818","1998","13","West Bengal","Midnapur","80808.0","56.94","95.22","59.01","36170.0","25.49","42.62","26.41","24948.0","17.58","29.4","18.22","141926.0","167.24","103.63"
"818","1999","13","West Bengal","Midnapur","88411.0","54.64","103.48","62.31","42341.0","26.17","49.56","29.84","31067.0","19.2","36.36","21.89","161819.0","189.4","114.04"
"818","2000","13","West Bengal","Midnapur","91771.0","56.32","104.97","63.79","41899.0","25.71","47.93","29.13","29276.0","17.97","33.49","20.35","162946.0","186.39","113.27"
"818","2001","13","West Bengal","Midnapur","93576.0","54.9","108.82","65.98","45141.0","26.48","52.5","31.83","31725.0","18.61","36.89","22.37","170442.0","198.21","120.18"
"818","2002","13","West Bengal","Midnapur","87030.0","52.72","102.4","62.75","46803.0","28.35","55.07","33.75","31243.0","18.93","36.76","22.53","165076.0","194.23","119.03"
"818","2003","13","West Bengal","Midnapur","87227.0","55.24","101.12","61.03","43205.0","27.36","50.09","30.23","27468.0","17.4","31.84","19.22","157900.0","183.06","110.47"
"818","2004","13","West Bengal","Midnapur","91095.0","53.01","107.22","63.42","45413.0","26.43","53.45","31.61","35337.0","20.56","41.59","24.6","171845.0","202.26","119.63"
